aae_text,sentiment
#Oomf Just Tweet A Verse From One Of My Favorite Song So I Had To Finish #Lt,positive
"good morning, just up thinking my Lil homeboy gone R.I.P BugEye nd Big Des",positive
That announcer tried to turn up a lil at the end lol,positive
Do u get tried of bein or tryin to be her,negative
I don't think everyone was meant to be in a relationship. Some ppl have to accept this and learn to find love within. #selflove is better,positive
"Awwn See We Try To Switch It Up , With Beef , & Pork & stuff",positive
"All i think about is money, u should do da same",positive
Last nigga threatened mine i swear he came up missing #SomebodyPrayFaMe,neutral
"HELL , i want justice for him to ! But if yall gone do sum do it the right damn way !",neutral
Soooooo glad I'm not alone. Jackson and Danni are my favorites!,positive
"From time to time, I still dream that I can dunk and/or sing. Do you understand how much that would shake ish up?",positive
I wanna change my sheets but finding the right set is work,positive
So I fuck her one time and I let her go.,negative
So I make one tweet && y'all wanna talk shit!? #EffYall we are all grown on here soooooooooo just #GrowTFUp LOL!!!!,negative
Man them cars are really getting on my nerves on that stupid interstate,positive
"if I'm Frank Ocean , you that nigga he was singing bout ! Irrelevant, gay, and a bitch !",negative
Stay ready so u ain't gotta get ready even if u ain't out in these streets hard Mfs jus don't care,negative
damn no check up ether u coolin with friend im banging outchea smh#your world man,positive
I haven't had a fight in a month 1/2 I'm proud of myself,negative
It's been a long time coming this thing between you and me.,negative
Man go check out my Latina B* Destiny Mendoza #She Will Fukk Ya Mind Up LMFAO,neutral
"yesssuh : - s/o to my shooter , damn she such a good shooter ..",positive
when I move 2 da A I'm gone find u and wife u,neutral
Da plans n muh head gne kick off n b muh bk up hey its live,ERROR
We in the same place and don't talk fr until we going to sleep,negative
"yea i remember now...haha... one on one, u would win between yall...lol",positive
If u talk about me that mean u thinking about me o well tu on me den,positive
Well my ma did pick the broncos on the football sheet....,negative
"Had a lil too much to drink , but I ain't drunk",negative
Lol like why you so in love with me ? Leave me b,positive
"Mm. Good Night, I'll Talk to #Oomf In the afternoon or when we get together tomorrow.r#KJMOVEMENT (:",neutral
It was probably from the storm smh I think that was a tornado,negative
I poke em for the OZ if the dope can't go cheap,negative
Hoes stay coming to twitter wit da shit.. HOE WE DONT GIVA DAM,neutral
": Up but nooo company""if u want sum company jus ask one of yo nigas stop throwing hints",negative
Nice day on a Friday... doing what it do.. with my niggas.. #1100/2900,positive
I just realized my last two tweets were not done by me. Kids play too much.,positive
"Lol, how long you been knowing me?? That's what I do",negative
I hate a emotional bitch n a nigga who flexing like he don't care that she's emotional fuck niggas suck,negative
This man about to beat his girl ass on the bus smh,negative
"Telling her about my stalker, this boy is so fcking annoying!",positive
wit da Muzzle on da Barrel Dats A Chatter Proof Iron!!! Baggz,positive
"If You Ain't Talmbout Money , Then My Phone Ain't Gettin' Service !",negative
bless you beautiful Katie I LOVE THAT BIBLE PASSAGE YOU QUOTED IN YOUR PROFILE. WELCOME TO YESHUA'S HOUSE WHERE JESUS IS LORD.,positive
ok boo boo am I getting both tickets or is mama getting one,positive
Why be concerned over ah bitch that aint stepped too youu FUCK EM !,positive
i dont think they are gonna match plus teague is from chicago,negative
So you not coming to the punch out on Saturday ? You losing in life !,negative
I hate getting out the car while listening to . They are hilarious.,negative
Had to cut yo bitch off wouldn't let me breathe. Get money money fuck everybody free the team,negative
"These hoes be killing me tryna act o so tough bitch take a seat,ain't nobody worried about u",negative
Sometimes I feel like saying... #fuck yo good nigga Its raining over here ijs,neutral
She only gave me 3 mins go restrooms like tf bitch it takes longer then tht,negative
.the nurse tld me my bby not ah angel she so mean nd stubborn,negative
So much anger in my body I just need to work out !,negative
Food that would be disrespected if it was put on a paper plate,negative
Ion trust no nigga. Not even da ones who round me!,negative
: Don't lie to me if you know one day I'm gone find out.yoy making it harder for yourself,negative
Mumma Dee must be on her meds cuz she hasn't said a mumblin word. #LHHATLReunion,negative
"sir, ima US citizen wit straight documents, unlike ur ugly ass dat came illegally.u need to take ur hard ass face back 2 9ja",negative
An If I do. That shit comin back to you in full,negative
I JUS WOKE UP OUT OF NOWHERE NOW I CANT GO BCK TO SLEEP...,negative
Goin to the doc this week.. cuz we actually been doin to much,neutral
Attention to all black people do not post pictures of plates what you doing what you cooking NOTHING we all doing the same damn thing,ERROR
U the type to fall asleep and dnt touch the pussy,neutral
": to late"" you savage and you gon be bent! Hope you ain't gotta work my nigga",negative
lol dm me yo number im about to kall yo ass now,negative
watching a movie. what is it i do not know and i really dont give a damn,negative
Lofl Yes Free My Baby Man Why They Have To Take Her #MamaTWEET,positive
Who does Lance Stephenson think he is? Maybe one day he'll calm down.,positive
"ctfu __bigdawgg two underscores ! Im gonee miss yall , oky well some of yall, dmnn sure not all",negative
Watching these games making me very anxious for this season man!,negative
Your dry ass owe me $800 fucking dollars and the other one owe me $200,neutral
IMA GNE SELL RIC DIS IPOD HVE TA SEE HOW MUCH,ERROR
I've been waiting on this moment since game 5 of 2011,positive
Lol mfers goin around sayin I told them they my future. Lmao u wish,negative
Told Myself If God Got Me Thru Dis Situation I Would Never Make The Same Mistake. Im Hard Headed Gotta Learn The Hard Way,neutral
Mama Said Stay on the Porch if U ain't Bout Dat Life!!!!!,neutral
U mines til the end of time and after that yu still mines lol,neutral
You PAID but you don't even have a basic savings account?RITE,negative
Poor Lebron. What the hell happened to Ray Allen. I guess he will retire this year,negative
Chicks wanna kno the key to keeping a guy is good head #NotUpForDebate,ERROR
"It's about to be a race riot up in here, they should have never gave these ni66as and miggas free liquor before a fight!",negative
": Will put me up on that nay nay dance today, ima come back to school friday killing that shit"" lol",positive
The next dude I allow to give me head shall feel special cause I hate it !,negative
": Everything gets better with time though.. I'll shake back like always"" yu betta!",positive
Ohhh. So sleepy. And I still have discussion question to do. Fml,negative
why do I have to dumb myself down for this class?,positive
Not lil me mr ezay e who like you get girls so easily bt these are a few things you dont know bout me,negative
"People thought I was probably crazy when I said lil Durk new project going hard. Cold Picks from MELE$ is who is this"" go peep thot shit",positive
"And I got a group of cu ins dat I do,repeat I do not fuck wit.They are not my brothers,they my cu ins and we don't c cool at all.",ERROR
And yes jahriyah will never see you too we are done with you and everything you put us thru,positive
one of my student's parents put her on the depo shot...she's a stud.,positive
Fuck The Judge Catch A Case Blow The 8 Put The Shots N His Face #FreeMe,negative
GoodMornin I think I'm finna go 2 my big cuzzin graduation :),positive
be having tights with 100 crosses and pussy with 1000 sins,negative
"I got dat Justin beiber please believe it, nigga i kno u see it",positive
Tashay Be All On My Twitter Cause Her Lil Ass Know Everything.,negative
But His Girl Look Like #WompWompWomp . Tum Boud He Love Her She Bad.,negative
"Hoes mad cuz muggs dont fwthem nomore, nobody on touch my bro thats on the bl49k",negative
"That's it for me, I can never take anything serious lol",positive
": Bitches still finding there way to fuck to the top not a good look"" & still be on da bottom singin Drake",positive
Ion like dat my avi sideways but fuckiid i look good huh? Lol,positive
Ifor got ha name she gve me brain ok now i remember,neutral
Been in love twice it's gone be hard to love a third time!,negative
ay G it's society b....just gotta chalk it up lol,neutral
ur complaining but yet u go drink if it get u drink who cares,negative
Ion like when plp *try* to tell me what to do..oh no bitch dats not how it works..,negative
Awkward moment when ppl get out for spring break during a winter storm ...,negative
Its already a dude name den it makin it more obviious,neutral
im sorry brother! but sis been breaking since she clocked in!Tuh now im really sleepy and cant go cause its time 2wrk!!!,negative
"OOMF Honestly Still Has A Chance With Me , Let's Just See If They Try !",positive
they reallly finna do shanae like that...... they petty as fuckkk,negative
"Whip it out my pant , she said Ohhh you gotta fat D*** :)",positive
-We Gotta Game Against Murrah Today... Shiii My Ahss Gone Be On That Bench-,ERROR
"See if I was on my death bed yall hoes would've let my die !! Yeah , ALL yall hoes on my tl !!",neutral
lol u wrong. I think he ain't used to his body. He kinda goofy. Not sure if soft yet,negative
All my girls from the 504 need to drop it right now.,negative
I just realized i just got tried boy stop playing with me,neutral
